id,article,category,status,text,llm,tool,score,label
800,8,interdisciplinary,native,enhanced,ChatGPT,DetectGPT,100.00%,ai
801,9,tech&engineering,native,enhanced,ChatGPT,DetectGPT,100.00%,ai
802,10,social,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
803,11,tech&engineering,native,enhanced,ChatGPT,DetectGPT,100.00%,ai
804,12,tech&engineering,non-native,enhanced,ChatGPT,DetectGPT,100.00%,ai
805,13,tech&engineering,native,enhanced,ChatGPT,DetectGPT,100.00%,ai
806,14,tech&engineering,native,enhanced,ChatGPT,DetectGPT,100.00%,ai
807,15,social,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
808,16,interdisciplinary,native,enhanced,ChatGPT,DetectGPT,0.00%,human
809,17,tech&engineering,native,enhanced,ChatGPT,DetectGPT,0.00%,human
810,18,interdisciplinary,non-native,enhanced,ChatGPT,DetectGPT,100.00%,ai
811,19,social,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
812,20,tech&engineering,native,enhanced,ChatGPT,DetectGPT,0.00%,human
813,21,interdisciplinary,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
814,22,tech&engineering,non-native,enhanced,ChatGPT,DetectGPT,80.00%,
815,23,tech&engineering,non-native,enhanced,ChatGPT,DetectGPT,100.00%,ai
816,24,interdisciplinary,native,enhanced,ChatGPT,DetectGPT,100.00%,ai
817,25,social,native,enhanced,ChatGPT,DetectGPT,0.00%,human
818,26,interdisciplinary,native,enhanced,ChatGPT,DetectGPT,0.00%,human
819,27,interdisciplinary,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
820,28,tech&engineering,native,enhanced,ChatGPT,DetectGPT,0.00%,human
821,29,interdisciplinary,native,enhanced,ChatGPT,DetectGPT,100.00%,ai
822,30,social,non-native,enhanced,ChatGPT,DetectGPT,86.00%,
823,31,social,native,enhanced,ChatGPT,DetectGPT,0.00%,human
824,32,tech&engineering,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
825,33,social,native,enhanced,ChatGPT,DetectGPT,0.00%,human
826,34,interdisciplinary,native,enhanced,ChatGPT,DetectGPT,0.00%,human
827,35,social,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
828,36,interdisciplinary,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
829,37,tech&engineering,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
830,38,social,native,enhanced,ChatGPT,DetectGPT,0.00%,human
831,39,interdisciplinary,native,enhanced,ChatGPT,DetectGPT,86.00%,
832,40,tech&engineering,native,enhanced,ChatGPT,DetectGPT,0.00%,human
833,41,tech&engineering,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
834,42,interdisciplinary,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
835,43,interdisciplinary,native,enhanced,ChatGPT,DetectGPT,0.00%,human
836,44,social,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
837,45,tech&engineering,native,enhanced,ChatGPT,DetectGPT,0.00%,human
838,46,interdisciplinary,native,enhanced,ChatGPT,DetectGPT,0.00%,human
839,47,social,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
840,48,tech&engineering,native,enhanced,ChatGPT,DetectGPT,0.00%,human
841,49,interdisciplinary,non-native,enhanced,ChatGPT,DetectGPT,99.00%,
842,50,tech&engineering,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
843,51,social,native,enhanced,ChatGPT,DetectGPT,0.00%,human
844,52,social,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
845,53,tech&engineering,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
846,54,social,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
847,55,tech&engineering,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
848,56,social,native,enhanced,ChatGPT,DetectGPT,0.00%,human
849,57,tech&engineering,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
850,58,social,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
851,59,interdisciplinary,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
852,60,interdisciplinary,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
853,61,interdisciplinary,native,enhanced,ChatGPT,DetectGPT,0.00%,human
854,62,social,native,enhanced,ChatGPT,DetectGPT,0.00%,human
855,63,tech&engineering,native,enhanced,ChatGPT,DetectGPT,0.00%,human
856,64,tech&engineering,native,enhanced,ChatGPT,DetectGPT,0.00%,human
857,65,interdisciplinary,non-native,enhanced,ChatGPT,DetectGPT,100.00%,ai
858,66,interdisciplinary,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
859,67,interdisciplinary,native,enhanced,ChatGPT,DetectGPT,0.00%,human
860,68,social,non-native,enhanced,ChatGPT,DetectGPT,100.00%,ai
861,69,interdisciplinary,non-native,enhanced,ChatGPT,DetectGPT,0.00%,human
862,70,social,native,enhanced,ChatGPT,DetectGPT,100.00%,ai
863,71,social,native,enhanced,ChatGPT,DetectGPT,100.00%,ai
864,72,social,native,enhanced,ChatGPT,DetectGPT,0.00%,human
865,1,social,non-native,enhanced,Gemini,GPTZero,74.00%,
866,2,social,native,enhanced,Gemini,GPTZero,84.00%,
867,3,interdisciplinary,native,enhanced,Gemini,GPTZero,12.00%,
868,4,interdisciplinary,non-native,enhanced,Gemini,GPTZero,100.00%,ai
869,5,tech&engineering,non-native,enhanced,Gemini,GPTZero,99.00%,
870,6,tech&engineering,non-native,enhanced,Gemini,GPTZero,1.00%,
871,7,social,native,enhanced,Gemini,GPTZero,9.00%,
872,8,interdisciplinary,native,enhanced,Gemini,GPTZero,100.00%,ai
873,9,tech&engineering,native,enhanced,Gemini,GPTZero,48.00%,
874,10,social,non-native,enhanced,Gemini,GPTZero,48.00%,
875,11,tech&engineering,native,enhanced,Gemini,GPTZero,10.00%,
876,12,tech&engineering,non-native,enhanced,Gemini,GPTZero,100.00%,ai
877,13,tech&engineering,native,enhanced,Gemini,GPTZero,5.00%,
878,14,tech&engineering,native,enhanced,Gemini,GPTZero,58.00%,
879,15,social,non-native,enhanced,Gemini,GPTZero,100.00%,ai
880,16,interdisciplinary,native,enhanced,Gemini,GPTZero,58.00%,
881,17,tech&engineering,native,enhanced,Gemini,GPTZero,76.00%,
882,18,interdisciplinary,non-native,enhanced,Gemini,GPTZero,100.00%,ai
883,19,social,non-native,enhanced,Gemini,GPTZero,87.00%,
884,20,tech&engineering,native,enhanced,Gemini,GPTZero,58.00%,
885,21,interdisciplinary,non-native,enhanced,Gemini,GPTZero,85.00%,
886,22,tech&engineering,non-native,enhanced,Gemini,GPTZero,100.00%,ai
887,23,tech&engineering,non-native,enhanced,Gemini,GPTZero,84.00%,
888,24,interdisciplinary,native,enhanced,Gemini,GPTZero,7.00%,
889,25,social,native,enhanced,Gemini,GPTZero,100.00%,ai
890,26,interdisciplinary,native,enhanced,Gemini,GPTZero,1.00%,
891,27,interdisciplinary,non-native,enhanced,Gemini,GPTZero,100.00%,ai
892,28,tech&engineering,native,enhanced,Gemini,GPTZero,0.00%,human
893,29,interdisciplinary,native,enhanced,Gemini,GPTZero,13.00%,
894,30,social,non-native,enhanced,Gemini,GPTZero,1.00%,
895,31,social,native,enhanced,Gemini,GPTZero,28.00%,
896,32,tech&engineering,non-native,enhanced,Gemini,GPTZero,87.00%,
897,33,social,native,enhanced,Gemini,GPTZero,9.00%,
898,34,interdisciplinary,native,enhanced,Gemini,GPTZero,29.00%,
899,35,social,non-native,enhanced,Gemini,GPTZero,15.00%,
900,36,interdisciplinary,non-native,enhanced,Gemini,GPTZero,100.00%,ai
901,37,tech&engineering,non-native,enhanced,Gemini,GPTZero,100.00%,ai
902,38,social,native,enhanced,Gemini,GPTZero,100.00%,ai
903,39,interdisciplinary,native,enhanced,Gemini,GPTZero,87.00%,
904,40,tech&engineering,native,enhanced,Gemini,GPTZero,37.00%,
905,41,tech&engineering,non-native,enhanced,Gemini,GPTZero,79.00%,
906,42,interdisciplinary,non-native,enhanced,Gemini,GPTZero,54.00%,
907,43,interdisciplinary,native,enhanced,Gemini,GPTZero,3.00%,
908,44,social,non-native,enhanced,Gemini,GPTZero,1.00%,
909,45,tech&engineering,native,enhanced,Gemini,GPTZero,9.00%,
910,46,interdisciplinary,native,enhanced,Gemini,GPTZero,3.00%,
911,47,social,non-native,enhanced,Gemini,GPTZero,98.00%,
912,48,tech&engineering,native,enhanced,Gemini,GPTZero,7.00%,
913,49,interdisciplinary,non-native,enhanced,Gemini,GPTZero,100.00%,ai
914,50,tech&engineering,non-native,enhanced,Gemini,GPTZero,100.00%,ai
915,51,social,native,enhanced,Gemini,GPTZero,27.00%,
916,52,social,non-native,enhanced,Gemini,GPTZero,54.00%,
917,53,tech&engineering,non-native,enhanced,Gemini,GPTZero,87.00%,
918,54,social,non-native,enhanced,Gemini,GPTZero,1.00%,
919,55,tech&engineering,non-native,enhanced,Gemini,GPTZero,100.00%,ai
920,56,social,native,enhanced,Gemini,GPTZero,58.00%,
921,57,tech&engineering,non-native,enhanced,Gemini,GPTZero,2.00%,
922,58,social,non-native,enhanced,Gemini,GPTZero,75.00%,
923,59,interdisciplinary,non-native,enhanced,Gemini,GPTZero,48.00%,
924,60,interdisciplinary,non-native,enhanced,Gemini,GPTZero,4.00%,
925,61,interdisciplinary,native,enhanced,Gemini,GPTZero,100.00%,ai
926,62,social,native,enhanced,Gemini,GPTZero,100.00%,ai
927,63,tech&engineering,native,enhanced,Gemini,GPTZero,2.00%,
928,64,tech&engineering,native,enhanced,Gemini,GPTZero,76.00%,
929,65,interdisciplinary,non-native,enhanced,Gemini,GPTZero,100.00%,ai
930,66,interdisciplinary,non-native,enhanced,Gemini,GPTZero,100.00%,ai
931,67,interdisciplinary,native,enhanced,Gemini,GPTZero,4.00%,
932,68,social,non-native,enhanced,Gemini,GPTZero,3.00%,
933,69,interdisciplinary,non-native,enhanced,Gemini,GPTZero,100.00%,ai
934,70,social,native,enhanced,Gemini,GPTZero,87.00%,
935,71,social,native,enhanced,Gemini,GPTZero,100.00%,ai
936,72,social,native,enhanced,Gemini,GPTZero,4.00%,
937,1,social,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
938,2,social,native,enhanced,Gemini,ZeroGPT,0.00%,human
939,3,interdisciplinary,native,enhanced,Gemini,ZeroGPT,70.97%,
940,4,interdisciplinary,non-native,enhanced,Gemini,ZeroGPT,50.69%,
941,5,tech&engineering,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
942,6,tech&engineering,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
943,7,social,native,enhanced,Gemini,ZeroGPT,36.48%,
944,8,interdisciplinary,native,enhanced,Gemini,ZeroGPT,0.00%,human
945,9,tech&engineering,native,enhanced,Gemini,ZeroGPT,0.00%,human
946,10,social,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
947,11,tech&engineering,native,enhanced,Gemini,ZeroGPT,0.00%,human
948,12,tech&engineering,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
949,13,tech&engineering,native,enhanced,Gemini,ZeroGPT,0.00%,human
950,14,tech&engineering,native,enhanced,Gemini,ZeroGPT,27.88%,
951,15,social,non-native,enhanced,Gemini,ZeroGPT,51.80%,
952,16,interdisciplinary,native,enhanced,Gemini,ZeroGPT,20.97%,
953,17,tech&engineering,native,enhanced,Gemini,ZeroGPT,79.43%,
954,18,interdisciplinary,non-native,enhanced,Gemini,ZeroGPT,59.91%,
955,19,social,non-native,enhanced,Gemini,ZeroGPT,100.00%,ai
956,20,tech&engineering,native,enhanced,Gemini,ZeroGPT,0.00%,human
957,21,interdisciplinary,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
958,22,tech&engineering,non-native,enhanced,Gemini,ZeroGPT,64.15%,
959,23,tech&engineering,non-native,enhanced,Gemini,ZeroGPT,24.29%,
960,24,interdisciplinary,native,enhanced,Gemini,ZeroGPT,56.21%,
961,25,social,native,enhanced,Gemini,ZeroGPT,100.00%,ai
962,26,interdisciplinary,native,enhanced,Gemini,ZeroGPT,61.51%,
963,27,interdisciplinary,non-native,enhanced,Gemini,ZeroGPT,41.81%,
964,28,tech&engineering,native,enhanced,Gemini,ZeroGPT,0.00%,human
965,29,interdisciplinary,native,enhanced,Gemini,ZeroGPT,0.00%,human
966,30,social,non-native,enhanced,Gemini,ZeroGPT,85.88%,
967,31,social,native,enhanced,Gemini,ZeroGPT,0.00%,human
968,32,tech&engineering,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
969,33,social,native,enhanced,Gemini,ZeroGPT,0.00%,human
970,34,interdisciplinary,native,enhanced,Gemini,ZeroGPT,30.10%,
971,35,social,non-native,enhanced,Gemini,ZeroGPT,100.00%,ai
972,36,interdisciplinary,non-native,enhanced,Gemini,ZeroGPT,66.95%,
973,37,tech&engineering,non-native,enhanced,Gemini,ZeroGPT,24.48%,
974,38,social,native,enhanced,Gemini,ZeroGPT,13.25%,
975,39,interdisciplinary,native,enhanced,Gemini,ZeroGPT,41.14%,
976,40,tech&engineering,native,enhanced,Gemini,ZeroGPT,63.77%,
977,41,tech&engineering,non-native,enhanced,Gemini,ZeroGPT,35.61%,
978,42,interdisciplinary,non-native,enhanced,Gemini,ZeroGPT,38.67%,
979,43,interdisciplinary,native,enhanced,Gemini,ZeroGPT,36.93%,
980,44,social,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
981,45,tech&engineering,native,enhanced,Gemini,ZeroGPT,31.26%,
982,46,interdisciplinary,native,enhanced,Gemini,ZeroGPT,51.87%,
983,47,social,non-native,enhanced,Gemini,ZeroGPT,21.74%,
984,48,tech&engineering,native,enhanced,Gemini,ZeroGPT,0.00%,human
985,49,interdisciplinary,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
986,50,tech&engineering,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
987,51,social,native,enhanced,Gemini,ZeroGPT,0.00%,human
988,52,social,non-native,enhanced,Gemini,ZeroGPT,34.13%,
989,53,tech&engineering,non-native,enhanced,Gemini,ZeroGPT,52.01%,
990,54,social,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
991,55,tech&engineering,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
992,56,social,native,enhanced,Gemini,ZeroGPT,48.95%,
993,57,tech&engineering,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
994,58,social,non-native,enhanced,Gemini,ZeroGPT,61.63%,
995,59,interdisciplinary,non-native,enhanced,Gemini,ZeroGPT,40.30%,
996,60,interdisciplinary,non-native,enhanced,Gemini,ZeroGPT,28.57%,
997,61,interdisciplinary,native,enhanced,Gemini,ZeroGPT,57.78%,
998,62,social,native,enhanced,Gemini,ZeroGPT,90.61%,
999,63,tech&engineering,native,enhanced,Gemini,ZeroGPT,0.00%,human
1000,64,tech&engineering,native,enhanced,Gemini,ZeroGPT,45.42%,
1001,65,interdisciplinary,non-native,enhanced,Gemini,ZeroGPT,96.64%,
1002,66,interdisciplinary,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
1003,67,interdisciplinary,native,enhanced,Gemini,ZeroGPT,50.71%,
1004,68,social,non-native,enhanced,Gemini,ZeroGPT,0.00%,human
1005,69,interdisciplinary,non-native,enhanced,Gemini,ZeroGPT,87.33%,
1006,70,social,native,enhanced,Gemini,ZeroGPT,58.75%,
1007,71,social,native,enhanced,Gemini,ZeroGPT,49.36%,
1008,72,social,native,enhanced,Gemini,ZeroGPT,0.00%,human
1009,1,social,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1010,2,social,native,enhanced,Gemini,DetectGPT,90.00%,
1011,3,interdisciplinary,native,enhanced,Gemini,DetectGPT,88.00%,
1012,4,interdisciplinary,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1013,5,tech&engineering,non-native,enhanced,Gemini,DetectGPT,0.00%,human
1014,6,tech&engineering,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1015,7,social,native,enhanced,Gemini,DetectGPT,79.00%,
1016,8,interdisciplinary,native,enhanced,Gemini,DetectGPT,83.00%,
1017,9,tech&engineering,native,enhanced,Gemini,DetectGPT,0.00%,human
1018,10,social,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1019,11,tech&engineering,native,enhanced,Gemini,DetectGPT,100.00%,ai
1020,12,tech&engineering,non-native,enhanced,Gemini,DetectGPT,90.00%,
1021,13,tech&engineering,native,enhanced,Gemini,DetectGPT,0.00%,human
1022,14,tech&engineering,native,enhanced,Gemini,DetectGPT,100.00%,ai
1023,15,social,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1024,16,interdisciplinary,native,enhanced,Gemini,DetectGPT,0.00%,human
1025,17,tech&engineering,native,enhanced,Gemini,DetectGPT,100.00%,ai
1026,18,interdisciplinary,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1027,19,social,non-native,enhanced,Gemini,DetectGPT,0.00%,human
1028,20,tech&engineering,native,enhanced,Gemini,DetectGPT,100.00%,ai
1029,21,interdisciplinary,non-native,enhanced,Gemini,DetectGPT,0.00%,human
1030,22,tech&engineering,non-native,enhanced,Gemini,DetectGPT,81.00%,
1031,23,tech&engineering,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1032,24,interdisciplinary,native,enhanced,Gemini,DetectGPT,0.00%,human
1033,25,social,native,enhanced,Gemini,DetectGPT,80.00%,
1034,26,interdisciplinary,native,enhanced,Gemini,DetectGPT,89.00%,
1035,27,interdisciplinary,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1036,28,tech&engineering,native,enhanced,Gemini,DetectGPT,100.00%,ai
1037,29,interdisciplinary,native,enhanced,Gemini,DetectGPT,100.00%,ai
1038,30,social,non-native,enhanced,Gemini,DetectGPT,75.00%,
1039,31,social,native,enhanced,Gemini,DetectGPT,0.00%,human
1040,32,tech&engineering,non-native,enhanced,Gemini,DetectGPT,0.00%,human
1041,33,social,native,enhanced,Gemini,DetectGPT,100.00%,ai
1042,34,interdisciplinary,native,enhanced,Gemini,DetectGPT,0.00%,human
1043,35,social,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1044,36,interdisciplinary,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1045,37,tech&engineering,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1046,38,social,native,enhanced,Gemini,DetectGPT,100.00%,ai
1047,39,interdisciplinary,native,enhanced,Gemini,DetectGPT,77.00%,
1048,40,tech&engineering,native,enhanced,Gemini,DetectGPT,79.00%,
1049,41,tech&engineering,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1050,42,interdisciplinary,non-native,enhanced,Gemini,DetectGPT,85.00%,
1051,43,interdisciplinary,native,enhanced,Gemini,DetectGPT,100.00%,ai
1052,44,social,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1053,45,tech&engineering,native,enhanced,Gemini,DetectGPT,100.00%,ai
1054,46,interdisciplinary,native,enhanced,Gemini,DetectGPT,84.00%,
1055,47,social,non-native,enhanced,Gemini,DetectGPT,82.00%,
1056,48,tech&engineering,native,enhanced,Gemini,DetectGPT,100.00%,ai
1057,49,interdisciplinary,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1058,50,tech&engineering,non-native,enhanced,Gemini,DetectGPT,0.00%,human
1059,51,social,native,enhanced,Gemini,DetectGPT,93.00%,
1060,52,social,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1061,53,tech&engineering,non-native,enhanced,Gemini,DetectGPT,95.00%,
1062,54,social,non-native,enhanced,Gemini,DetectGPT,90.00%,
1063,55,tech&engineering,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1064,56,social,native,enhanced,Gemini,DetectGPT,90.00%,
1065,57,tech&engineering,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1066,58,social,non-native,enhanced,Gemini,DetectGPT,83.00%,
1067,59,interdisciplinary,non-native,enhanced,Gemini,DetectGPT,0.00%,human
1068,60,interdisciplinary,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1069,61,interdisciplinary,native,enhanced,Gemini,DetectGPT,100.00%,ai
1070,62,social,native,enhanced,Gemini,DetectGPT,88.00%,
1071,63,tech&engineering,native,enhanced,Gemini,DetectGPT,89.00%,
1072,64,tech&engineering,native,enhanced,Gemini,DetectGPT,73.00%,
1073,65,interdisciplinary,non-native,enhanced,Gemini,DetectGPT,90.00%,
1074,66,interdisciplinary,non-native,enhanced,Gemini,DetectGPT,0.00%,human
1075,67,interdisciplinary,native,enhanced,Gemini,DetectGPT,100.00%,ai
1076,68,social,non-native,enhanced,Gemini,DetectGPT,100.00%,ai
1077,69,interdisciplinary,non-native,enhanced,Gemini,DetectGPT,0.00%,human
1078,70,social,native,enhanced,Gemini,DetectGPT,92.00%,
1079,71,social,native,enhanced,Gemini,DetectGPT,73.00%,
1080,72,social,native,enhanced,Gemini,DetectGPT,100.00%,ai
